title,diffIndex,level,raw
Hyper Active,3,8.3,Lv. 8.3
Hyper Active,4,11,Lv. 11
Hyper Active,5,12.9,Lv. 12.9
I must transform to Magical-girl,1,3,Lv. 3
I must transform to Magical-girl,2,5,Lv. 5
I must transform to Magical-girl,3,8,Lv. 8
I must transform to Magical-girl,4,10.8,Lv. 10.8
I must transform to Magical-girl,5,12.9,Lv. 12.9
I wanna be it!,1,3,Lv. 3
I wanna be it!,2,5,Lv. 5
I wanna be it!,3,7.2,Lv. 7.2
I wanna be it!,4,9.2,Lv. 9.2
I wanna be it!,5,10.8,Lv. 10.8
I wanna be it!,6,12.1,Lv. 12.1
Ievan Polkka,1,1,Lv. 1
Ievan Polkka,2,3,Lv. 3
Ievan Polkka,3,6.8,Lv. 6.8
Ievan Polkka,4,10.7,Lv. 10.7
Ievan Polkka,5,12.5,Lv. 12.5
Ikazuchi,1,4,Lv. 4
Ikazuchi,2,6,Lv. 6
Ikazuchi,3,8.8,Lv. 8.8
Ikazuchi,4,11.8,Lv. 11.8
Ikazuchi,5,13.6,Lv. 13.6
IKUSHION-Ixion-,1,3,Lv. 3
IKUSHION-Ixion-,2,5,Lv. 5
IKUSHION-Ixion-,3,7.8,Lv. 7.8
IKUSHION-Ixion-,4,9.2,Lv. 9.2
IKUSHION-Ixion-,5,11.7,Lv. 11.7
Imagined Mirage,1,3,Lv. 3
Imagined Mirage,2,5,Lv. 5
Imagined Mirage,3,7,Lv. 7
Imagined Mirage,4,9.5,Lv. 9.5
Imagined Mirage,5,12.4,Lv. 12.4
Imperishable Night 2006 (2016 Refine),1,3,Lv. 3
Imperishable Night 2006 (2016 Refine),2,5,Lv. 5
Imperishable Night 2006 (2016 Refine),3,7.8,Lv. 7.8
Imperishable Night 2006 (2016 Refine),4,10.5,Lv. 10.5
Imperishable Night 2006 (2016 Refine),5,12.7,Lv. 12.7
In Chaos,1,2,Lv. 2
In Chaos,2,5,Lv. 5
In Chaos,3,6.8,Lv. 6.8
In Chaos,4,8,Lv. 8
In Chaos,5,10.7,Lv. 10.7
In Chaos,6,13.7,Lv. 13.7
Infantoon Fantasy,1,3,Lv. 3
Infantoon Fantasy,2,5,Lv. 5
Infantoon Fantasy,3,7.8,Lv. 7.8
Infantoon Fantasy,4,9.3,Lv. 9.3
Infantoon Fantasy,5,12.5,Lv. 12.5
Invisible,1,3,Lv. 3
Invisible,2,5,Lv. 5
Invisible,3,7.2,Lv. 7.2
Invisible,4,9.8,Lv. 9.8
Invisible,5,10.9,Lv. 10.9
Invisible,6,12.7,Lv. 12.7
Inzen,1,3,Lv. 3
Inzen,2,5,Lv. 5
Inzen,3,7.8,Lv. 7.8
Inzen,4,9.8,Lv. 9.8
Inzen,5,11.1,Lv. 11.1
Inzen,6,12.4,Lv. 12.4
Iro Ha Nioedo Chirinuruwo,1,2,Lv. 2
Iro Ha Nioedo Chirinuruwo,2,3,Lv. 3
Iro Ha Nioedo Chirinuruwo,3,6.8,Lv. 6.8
Iro Ha Nioedo Chirinuruwo,4,8.2,Lv. 8.2
Iro Ha Nioedo Chirinuruwo,5,11.3,Lv. 11.3
Irotoridori no melody,1,2,Lv. 2
Irotoridori no melody,2,4,Lv. 4
Irotoridori no melody,3,6.5,Lv. 6.5
Irotoridori no melody,4,9.5,Lv. 9.5
Irotoridori no melody,5,11.7,Lv. 11.7
Jack-the-Ripper◆,1,3,Lv. 3
Jack-the-Ripper◆,2,5,Lv. 5
Jack-the-Ripper◆,3,8.2,Lv. 8.2
Jack-the-Ripper◆,4,10.4,Lv. 10.4
Jack-the-Ripper◆,5,12.9,Lv. 12.9
Jinglebell,1,2,Lv. 2
Jinglebell,2,5,Lv. 5
Jinglebell,3,7.1,Lv. 7.1
Jinglebell,4,9.5,Lv. 9.5
Jinglebell,5,13.1,Lv. 13.1
Jinglebell,6,13.1,Lv. 13.1
Jumble Rumble,1,3,Lv. 3
Jumble Rumble,2,5,Lv. 5
Jumble Rumble,3,8,Lv. 8
Jumble Rumble,4,10.8,Lv. 10.8
Jumble Rumble,5,12.8,Lv. 12.8
Just Be Friends,1,1,Lv. 1
Just Be Friends,2,4,Lv. 4
Just Be Friends,3,7,Lv. 7
Just Be Friends,4,9,Lv. 9
Just Be Friends,5,11.7,Lv. 11.7
Kagerou Days,1,2,Lv. 2
Kagerou Days,2,4,Lv. 4
Kagerou Days,3,6.2,Lv. 6.2
Kagerou Days,4,9.8,Lv. 9.8
Kagerou Days,5,11.2,Lv. 11.2
Kagerou Days,6,13,Lv. 13
kakoinakiyohaichigonotsukikage,1,2,Lv. 2
kakoinakiyohaichigonotsukikage,2,5,Lv. 5
kakoinakiyohaichigonotsukikage,3,7.2,Lv. 7.2
kakoinakiyohaichigonotsukikage,4,9.1,Lv. 9.1
kakoinakiyohaichigonotsukikage,5,11.2,Lv. 11.2
KAKUSHINTEKI METAMARUFOOZE,1,2,Lv. 2
KAKUSHINTEKI METAMARUFOOZE,2,4,Lv. 4
KAKUSHINTEKI METAMARUFOOZE,3,6.8,Lv. 6.8
KAKUSHINTEKI METAMARUFOOZE,4,8.3,Lv. 8.3
KAKUSHINTEKI METAMARUFOOZE,5,11,Lv. 11
KAKUSHINTEKI METAMARUFOOZE,6,12,Lv. 12
Kanbu de Tomatte Sugu Tokeru,1,2,Lv. 2
Kanbu de Tomatte Sugu Tokeru,2,4,Lv. 4
Kanbu de Tomatte Sugu Tokeru,3,7.2,Lv. 7.2
Kanbu de Tomatte Sugu Tokeru,4,9,Lv. 9
Kanbu de Tomatte Sugu Tokeru,5,12.7,Lv. 12.7
Kanbu de Tomatte Sugu Tokeru,6,13,Lv. 13
keep hopping,1,3,Lv. 3
keep hopping,2,5,Lv. 5
keep hopping,3,7.8,Lv. 7.8
keep hopping,4,10.8,Lv. 10.8
keep hopping,5,12.9,Lv. 12.9
Kiborinamazu to Migikatazonbi,1,2,Lv. 2
Kiborinamazu to Migikatazonbi,2,5,Lv. 5
Kiborinamazu to Migikatazonbi,3,7.3,Lv. 7.3
Kiborinamazu to Migikatazonbi,4,9.3,Lv. 9.3
Kiborinamazu to Migikatazonbi,5,12.4,Lv. 12.4
Kinda Way,1,3,Lv. 3
Kinda Way,2,4,Lv. 4
Kinda Way,3,7.8,Lv. 7.8
Kinda Way,4,10,Lv. 10
Kinda Way,5,12,Lv. 12
KING is BACK!!,1,3,Lv. 3
KING is BACK!!,2,5,Lv. 5
KING is BACK!!,3,8,Lv. 8
KING is BACK!!,4,10.4,Lv. 10.4
KING is BACK!!,5,12.8,Lv. 12.8
Kirin,1,4,Lv. 4
Kirin,2,6,Lv. 6
Kirin,3,8.7,Lv. 8.7
Kirin,4,11.2,Lv. 11.2
Kirin,5,13.2,Lv. 13.2
KISS CANDY FLAVOR,1,2,Lv. 2
KISS CANDY FLAVOR,2,4,Lv. 4
KISS CANDY FLAVOR,3,7.5,Lv. 7.5
KISS CANDY FLAVOR,4,9.7,Lv. 9.7
KISS CANDY FLAVOR,5,12.1,Lv. 12.1
KOKORO,1,1,Lv. 1
KOKORO,2,4,Lv. 4
KOKORO,3,6.5,Lv. 6.5
KOKORO,4,8.5,Lv. 8.5
KOKORO,5,10.9,Lv. 10.9
Kono Piano de Omae o 8759632145kai Bunnaguru,1,3,Lv. 3
Kono Piano de Omae o 8759632145kai Bunnaguru,2,5,Lv. 5
Kono Piano de Omae o 8759632145kai Bunnaguru,3,7.5,Lv. 7.5
Kono Piano de Omae o 8759632145kai Bunnaguru,4,9.7,Lv. 9.7
Kono Piano de Omae o 8759632145kai Bunnaguru,5,12.2,Lv. 12.2
KYOKUKEN,1,3,Lv. 3
KYOKUKEN,2,6,Lv. 6
KYOKUKEN,3,8.7,Lv. 8.7
KYOKUKEN,4,11.5,Lv. 11.5
KYOKUKEN,5,13,Lv. 13
Kyouen,1,2,Lv. 2
Kyouen,2,4,Lv. 4
Kyouen,3,6,Lv. 6
Kyouen,4,8,Lv. 8
Kyouen,5,11.6,Lv. 11.6
L4TS:2018 (feat. Ah1ru &KTA),1,2,Lv. 2
L4TS:2018 (feat. Ah1ru &KTA),2,4,Lv. 4
L4TS:2018 (feat. Ah1ru &KTA),3,7,Lv. 7
L4TS:2018 (feat. Ah1ru &KTA),4,10.4,Lv. 10.4
L4TS:2018 (feat. Ah1ru &KTA),5,12.5,Lv. 12.5
L9,1,4,Lv. 4
L9,2,6,Lv. 6
L9,3,7.5,Lv. 7.5
L9,4,9.4,Lv. 9.4
L9,5,12.5,Lv. 12.5
LANCE,1,3,Lv. 3
LANCE,2,5,Lv. 5
LANCE,3,7.9,Lv. 7.9
LANCE,4,9.7,Lv. 9.7
LANCE,5,12.6,Lv. 12.6
larva,1,4,Lv. 4
larva,2,6,Lv. 6
larva,3,8.5,Lv. 8.5
larva,4,11.6,Lv. 11.6
larva,5,13.7,Lv. 13.7
Last Brutal Sister Flandre S,1,3,Lv. 3
Last Brutal Sister Flandre S,2,4,Lv. 4
Last Brutal Sister Flandre S,3,7,Lv. 7
Last Brutal Sister Flandre S,4,9.8,Lv. 9.8
Last Brutal Sister Flandre S,5,10.9,Lv. 10.9
Last Brutal Sister Flandre S,6,12.7,Lv. 12.7
Let's Go Away,1,1,Lv. 1
Let's Go Away,2,4,Lv. 4
Let's Go Away,3,7,Lv. 7
Let's Go Away,4,9.4,Lv. 9.4
Let's Go Away,5,11.9,Lv. 11.9
Life Feels Good,1,3,Lv. 3
Life Feels Good,2,5,Lv. 5
Life Feels Good,3,8,Lv. 8
Life Feels Good,4,10.8,Lv. 10.8
Life Feels Good,5,12.4,Lv. 12.4
Like the Wind [Reborn],1,3,Lv. 3
Like the Wind [Reborn],2,5,Lv. 5
Like the Wind [Reborn],3,8.2,Lv. 8.2
Like the Wind [Reborn],4,9.7,Lv. 9.7
Like the Wind [Reborn],5,12.7,Lv. 12.7
Limit Break,1,2,Lv. 2
Limit Break,2,5,Lv. 5
Limit Break,3,7.5,Lv. 7.5
Limit Break,4,9.8,Lv. 9.8
Limit Break,5,12,Lv. 12
Lionheart,1,3,Lv. 3
Lionheart,2,6,Lv. 6
Lionheart,3,7.4,Lv. 7.4
Lionheart,4,9.8,Lv. 9.8
Lionheart,5,12.3,Lv. 12.3
Lividi,1,4,Lv. 4
Lividi,2,5,Lv. 5
Lividi,3,8.8,Lv. 8.8
Lividi,4,11,Lv. 11
Lividi,5,12.9,Lv. 12.9
Love Trial,1,2,Lv. 2
Love Trial,2,4,Lv. 4
Love Trial,3,6.3,Lv. 6.3
Love Trial,4,8.6,Lv. 8.6
Love Trial,5,10,Lv. 10
Love You,1,2,Lv. 2
Love You,2,5,Lv. 5
Love You,3,6,Lv. 6
Love You,4,8.3,Lv. 8.3
Love You,5,10.6,Lv. 10.6
Magical Flavor,1,2,Lv. 2
Magical Flavor,2,4,Lv. 4
Magical Flavor,3,7.5,Lv. 7.5
Magical Flavor,4,9,Lv. 9
Magical Flavor,5,12.2,Lv. 12.2
MagicalSoundShower,1,3,Lv. 3
MagicalSoundShower,2,5,Lv. 5
MagicalSoundShower,3,7.2,Lv. 7.2
MagicalSoundShower,4,9.5,Lv. 9.5
MagicalSoundShower,5,12.3,Lv. 12.3
Mare Maris,1,3,Lv. 3
Mare Maris,2,5,Lv. 5
Mare Maris,3,8.5,Lv. 8.5
Mare Maris,4,10.8,Lv. 10.8
Mare Maris,5,12.9,Lv. 12.9
Marisa Stole the Precious Thing,1,2,Lv. 2
Marisa Stole the Precious Thing,2,4,Lv. 4
Marisa Stole the Precious Thing,3,6.4,Lv. 6.4
Marisa Stole the Precious Thing,4,7.8,Lv. 7.8
Marisa Stole the Precious Thing,5,11.7,Lv. 11.7
METATRON,1,3,Lv. 3
METATRON,2,6,Lv. 6
METATRON,3,8,Lv. 8
METATRON,4,10.2,Lv. 10.2
METATRON,5,12.8,Lv. 12.8
Miracle Paint,1,3,Lv. 3
Miracle Paint,2,4,Lv. 4
Miracle Paint,3,6.4,Lv. 6.4
Miracle Paint,4,9.4,Lv. 9.4
Miracle Paint,5,12.4,Lv. 12.4
Miracle Shopping,1,2,Lv. 2
Miracle Shopping,2,4,Lv. 4
Miracle Shopping,3,6.2,Lv. 6.2
Miracle Shopping,4,9.2,Lv. 9.2
Miracle Shopping,5,11.5,Lv. 11.5
MIRROR of MAGIC,1,3,Lv. 3
MIRROR of MAGIC,2,4,Lv. 4
MIRROR of MAGIC,3,7,Lv. 7
MIRROR of MAGIC,4,9,Lv. 9
MIRROR of MAGIC,5,11.7,Lv. 11.7
MKDR,1,2,Lv. 2
MKDR,2,3,Lv. 3
MKDR,3,6.2,Lv. 6.2
MKDR,4,8.2,Lv. 8.2
MKDR,5,10.5,Lv. 10.5
MKDR,6,12.2,Lv. 12.2
Money Money,1,2,Lv. 2
Money Money,2,4,Lv. 4
Money Money,3,6.5,Lv. 6.5
Money Money,4,9.2,Lv. 9.2
Money Money,5,12,Lv. 12
Monochrome Rainbow,1,2,Lv. 2
Monochrome Rainbow,2,4,Lv. 4
Monochrome Rainbow,3,7.8,Lv. 7.8
Monochrome Rainbow,4,9.4,Lv. 9.4
Monochrome Rainbow,5,11,Lv. 11
Monosugoi Ikioide Ke-ne ga Sugoi Uta,1,2,Lv. 2
Monosugoi Ikioide Ke-ne ga Sugoi Uta,2,4,Lv. 4
Monosugoi Ikioide Ke-ne ga Sugoi Uta,3,6.5,Lv. 6.5
Monosugoi Ikioide Ke-ne ga Sugoi Uta,4,8.2,Lv. 8.2
Monosugoi Ikioide Ke-ne ga Sugoi Uta,5,11.6,Lv. 11.6
Moon of Noon,1,4,Lv. 4
Moon of Noon,2,6,Lv. 6
Moon of Noon,3,8.2,Lv. 8.2
Moon of Noon,4,11.2,Lv. 11.2
Moon of Noon,5,13.4,Lv. 13.4
MOU MINNA SHINEBA IINONI.,1,3,Lv. 3
MOU MINNA SHINEBA IINONI.,2,5,Lv. 5
MOU MINNA SHINEBA IINONI.,3,7.3,Lv. 7.3
MOU MINNA SHINEBA IINONI.,4,10.7,Lv. 10.7
MOU MINNA SHINEBA IINONI.,5,12.8,Lv. 12.8
Mr. Wonderland,1,3,Lv. 3
Mr. Wonderland,2,5,Lv. 5
Mr. Wonderland,3,6.5,Lv. 6.5
Mr. Wonderland,4,8.7,Lv. 8.7
Mr. Wonderland,5,12,Lv. 12
NE!KO!,1,2,Lv. 2
NE!KO!,2,4,Lv. 4
NE!KO!,3,7,Lv. 7
NE!KO!,4,9,Lv. 9
NE!KO!,5,11.8,Lv. 11.8
Necrofantasia～Arr.Demetori,1,3,Lv. 3
Necrofantasia～Arr.Demetori,2,4,Lv. 4
Necrofantasia～Arr.Demetori,3,7.5,Lv. 7.5
Necrofantasia～Arr.Demetori,4,10,Lv. 10
Necrofantasia～Arr.Demetori,5,12.5,Lv. 12.5
Neko Matsuri,1,3,Lv. 3
Neko Matsuri,2,4,Lv. 4
Neko Matsuri,3,7.7,Lv. 7.7
Neko Matsuri,4,10,Lv. 10
Neko Matsuri,5,12,Lv. 12
Night of Knights/Knight of Nights,1,2,Lv. 2
Night of Knights/Knight of Nights,2,4,Lv. 4
Night of Knights/Knight of Nights,3,7.2,Lv. 7.2
Night of Knights/Knight of Nights,4,10.2,Lv. 10.2
Night of Knights/Knight of Nights,5,11.7,Lv. 11.7
Night of Knights/Knight of Nights,6,13.3,Lv. 13.3
Nightmare Party Night,1,3,Lv. 3
Nightmare Party Night,2,4,Lv. 4
Nightmare Party Night,3,7.5,Lv. 7.5
Nightmare Party Night,4,9.5,Lv. 9.5
Nightmare Party Night,5,10.7,Lv. 10.7
Nightmare Party Night,6,11.8,Lv. 11.8
No Entry,1,3,Lv. 3
No Entry,2,4,Lv. 4
No Entry,3,6.8,Lv. 6.8
No Entry,4,9.8,Lv. 9.8
No Entry,5,10.8,Lv. 10.8
No Entry,6,12.7,Lv. 12.7
NOISYLOVEPOWER,1,2,Lv. 2
NOISYLOVEPOWER,2,4,Lv. 4
NOISYLOVEPOWER,3,6.2,Lv. 6.2
NOISYLOVEPOWER,4,9.7,Lv. 9.7
NOISYLOVEPOWER,5,10.8,Lv. 10.8
NOISYLOVEPOWER,6,12.1,Lv. 12.1
Nonsense Literature,1,2,Lv. 2
Nonsense Literature,2,4,Lv. 4
Nonsense Literature,3,7,Lv. 7
Nonsense Literature,4,9.9,Lv. 9.9
Nonsense Literature,5,12.5,Lv. 12.5
nou shou sakuretsu girl,1,3,Lv. 3
nou shou sakuretsu girl,2,4,Lv. 4
nou shou sakuretsu girl,3,6.3,Lv. 6.3
nou shou sakuretsu girl,4,11,Lv. 11
nou shou sakuretsu girl,5,12.8,Lv. 12.8
Nyan Cat EX,1,2,Lv. 2
Nyan Cat EX,2,4,Lv. 4
Nyan Cat EX,3,7.1,Lv. 7.1
Nyan Cat EX,4,9.8,Lv. 9.8
Nyan Cat EX,5,12.5,Lv. 12.5
Okinimesumama,1,2,Lv. 2
Okinimesumama,2,4,Lv. 4
Okinimesumama,3,7,Lv. 7
Okinimesumama,4,8.8,Lv. 8.8
Okinimesumama,5,10.5,Lv. 10.5
Okinimesumama,6,12,Lv. 12
Okocyama Sensou,1,2,Lv. 2
Okocyama Sensou,2,4,Lv. 4
Okocyama Sensou,3,6.5,Lv. 6.5
Okocyama Sensou,4,9.3,Lv. 9.3
Okocyama Sensou,5,12,Lv. 12
ONEgai Darlin',1,2,Lv. 2
ONEgai Darlin',2,4,Lv. 4
ONEgai Darlin',3,6.7,Lv. 6.7
ONEgai Darlin',4,9.7,Lv. 9.7
ONEgai Darlin',5,11.8,Lv. 11.8
only my railgun,1,2,Lv. 2
only my railgun,2,4,Lv. 4
only my railgun,3,6.2,Lv. 6.2
only my railgun,4,9,Lv. 9
only my railgun,5,10.7,Lv. 10.7
only my railgun,6,11.7,Lv. 11.7
Oshama Scramble!,1,3,Lv. 3
Oshama Scramble!,2,5,Lv. 5
Oshama Scramble!,3,7.8,Lv. 7.8
Oshama Scramble!,4,10,Lv. 10
Oshama Scramble!,5,13.3,Lv. 13.3
Our Fighting,1,2,Lv. 2
Our Fighting,2,4,Lv. 4
Our Fighting,3,6.8,Lv. 6.8
Our Fighting,4,9.3,Lv. 9.3
Our Fighting,5,11.1,Lv. 11.1
Our Wrenally,1,4,Lv. 4
Our Wrenally,2,6,Lv. 6
Our Wrenally,3,9,Lv. 9
Our Wrenally,4,11.5,Lv. 11.5
Our Wrenally,5,13.8,Lv. 13.8
Outer Science,1,3,Lv. 3
Outer Science,2,5,Lv. 5
Outer Science,3,7.2,Lv. 7.2
Outer Science,4,10.8,Lv. 10.8
Outer Science,5,12.3,Lv. 12.3
Oyome ni Shinasai!,1,3,Lv. 3
Oyome ni Shinasai!,2,4,Lv. 4
Oyome ni Shinasai!,3,6.8,Lv. 6.8
Oyome ni Shinasai!,4,9.4,Lv. 9.4
Oyome ni Shinasai!,5,11,Lv. 11
PANDORA PARADOXXX,1,6,Lv. 6
PANDORA PARADOXXX,2,7.7,Lv. 7.7
PANDORA PARADOXXX,3,10.7,Lv. 10.7
PANDORA PARADOXXX,4,12.7,Lv. 12.7
PANDORA PARADOXXX,5,13.9,Lv. 13.9
PANDORA PARADOXXX,6,14,Lv. 14
Panopticon,1,4,Lv. 4
Panopticon,2,5,Lv. 5
Panopticon,3,8.7,Lv. 8.7
Panopticon,4,11.5,Lv. 11.5
Panopticon,5,13.4,Lv. 13.4
Panopticon,6,13.4,Lv. 13.4
Paradisus-Paradoxum,1,2,Lv. 2
Paradisus-Paradoxum,2,4,Lv. 4
Paradisus-Paradoxum,3,7.3,Lv. 7.3
Paradisus-Paradoxum,4,9.2,Lv. 9.2
Paradisus-Paradoxum,5,12.2,Lv. 12.2
Party 4U ”holy nite mix”,1,3,Lv. 3
Party 4U ”holy nite mix”,2,5,Lv. 5
Party 4U ”holy nite mix”,3,7,Lv. 7
Party 4U ”holy nite mix”,4,10,Lv. 10
Party 4U ”holy nite mix”,5,12.5,Lv. 12.5
Perfect Life,1,3,Lv. 3
Perfect Life,2,5,Lv. 5
Perfect Life,3,7.3,Lv. 7.3
Perfect Life,4,8.7,Lv. 8.7
Perfect Life,5,12,Lv. 12
Phantasm Brigade,1,2,Lv. 2
Phantasm Brigade,2,5,Lv. 5
Phantasm Brigade,3,7.4,Lv. 7.4
Phantasm Brigade,4,9.8,Lv. 9.8
Phantasm Brigade,5,12.2,Lv. 12.2
Pixel Voyage,1,1,Lv. 1
Pixel Voyage,2,3,Lv. 3
Pixel Voyage,3,6,Lv. 6
Pixel Voyage,4,8.1,Lv. 8.1
Pixel Voyage,5,11,Lv. 11
Please don‘t worry,1,2,Lv. 2
Please don‘t worry,2,4,Lv. 4
Please don‘t worry,3,7.5,Lv. 7.5
Please don‘t worry,4,9.9,Lv. 9.9
Please don‘t worry,5,11.8,Lv. 11.8
POPIPO,1,2,Lv. 2
POPIPO,2,3,Lv. 3
POPIPO,3,6.7,Lv. 6.7
POPIPO,4,8.4,Lv. 8.4
POPIPO,5,11.4,Lv. 11.4
Prophesy One,1,4,Lv. 4
Prophesy One,2,6,Lv. 6
Prophesy One,3,8.5,Lv. 8.5
Prophesy One,4,10.5,Lv. 10.5
Prophesy One,5,13.6,Lv. 13.6
QZKago Requiem,1,5,Lv. 5
QZKago Requiem,2,6,Lv. 6
QZKago Requiem,3,9.9,Lv. 9.9
QZKago Requiem,4,11.7,Lv. 11.7
QZKago Requiem,5,13.7,Lv. 13.7
QZKago Requiem,6,13.9,Lv. 13.9
Ragnarok,1,4,Lv. 4
Ragnarok,2,6,Lv. 6
Ragnarok,3,8.5,Lv. 8.5
Ragnarok,4,10.9,Lv. 10.9
Ragnarok,5,13.1,Lv. 13.1
Raikiri,1,4,Lv. 4
Raikiri,2,6,Lv. 6
Raikiri,3,8.5,Lv. 8.5
Raikiri,4,11.5,Lv. 11.5
Raikiri,5,13.5,Lv. 13.5
Raikiri,6,13.9,Lv. 13.9
Reach For The Stars,1,2,Lv. 2
Reach For The Stars,2,5,Lv. 5
Reach For The Stars,3,7.8,Lv. 7.8
Reach For The Stars,4,9.4,Lv. 9.4
Reach For The Stars,5,12.7,Lv. 12.7
Rebellion of the Dwarfs,1,3,Lv. 3
Rebellion of the Dwarfs,2,5,Lv. 5
Rebellion of the Dwarfs,3,7.7,Lv. 7.7
Rebellion of the Dwarfs,4,9.8,Lv. 9.8
Rebellion of the Dwarfs,5,12.7,Lv. 12.7
Rodeo Machine,1,1,Lv. 1
Rodeo Machine,2,3,Lv. 3
Rodeo Machine,3,6.5,Lv. 6.5
Rodeo Machine,4,9.7,Lv. 9.7
Rodeo Machine,5,12.3,Lv. 12.3
ROKI,1,2,Lv. 2
ROKI,2,4,Lv. 4
ROKI,3,7.2,Lv. 7.2
ROKI,4,9.4,Lv. 9.4
ROKI,5,10.8,Lv. 10.8
ROKI,6,12.4,Lv. 12.4
Role-playing game,1,2,Lv. 2
Role-playing game,2,4,Lv. 4
Role-playing game,3,6.8,Lv. 6.8
Role-playing game,4,8.9,Lv. 8.9
Role-playing game,5,11.3,Lv. 11.3
Rooftop Run: Act1,1,2,Lv. 2
Rooftop Run: Act1,2,4,Lv. 4
Rooftop Run: Act1,3,6.6,Lv. 6.6
Rooftop Run: Act1,4,9.7,Lv. 9.7
Rooftop Run: Act1,5,10.1,Lv. 10.1
Rooftop Run: Act1,6,11.7,Lv. 11.7
Roshin Yukai,1,3,Lv. 3
Roshin Yukai,2,4,Lv. 4
Roshin Yukai,3,6.2,Lv. 6.2
Roshin Yukai,4,9.8,Lv. 9.8
Roshin Yukai,5,11.3,Lv. 11.3
Sakura Fubuki,1,3,Lv. 3
Sakura Fubuki,2,4,Lv. 4
Sakura Fubuki,3,7.5,Lv. 7.5
Sakura Fubuki,4,10.7,Lv. 10.7
Sakura Fubuki,5,12.7,Lv. 12.7
SAKURAスキップ,1,2,Lv. 2
SAKURAスキップ,2,4,Lv. 4
SAKURAスキップ,3,6.2,Lv. 6.2
SAKURAスキップ,4,7.8,Lv. 7.8
SAKURAスキップ,5,10.9,Lv. 10.9
Save This World νMIX,1,3,Lv. 3
Save This World νMIX,2,5,Lv. 5
Save This World νMIX,3,7.3,Lv. 7.3
Save This World νMIX,4,8.9,Lv. 8.9
Save This World νMIX,5,11.9,Lv. 11.9
Save This World νMIX,6,11.9,Lv. 11.9
Scarlet Lance,1,3,Lv. 3
Scarlet Lance,2,6,Lv. 6
Scarlet Lance,3,8.5,Lv. 8.5
Scarlet Lance,4,11.2,Lv. 11.2
Scarlet Lance,5,13,Lv. 13
Scars of FAUNA,1,2,Lv. 2
Scars of FAUNA,2,5,Lv. 5
Scars of FAUNA,3,7,Lv. 7
Scars of FAUNA,4,9.6,Lv. 9.6
Scars of FAUNA,5,12.7,Lv. 12.7
Schwarzschild,1,4,Lv. 4
Schwarzschild,2,6,Lv. 6
Schwarzschild,3,8.9,Lv. 8.9
Schwarzschild,4,11.5,Lv. 11.5
Schwarzschild,5,13.5,Lv. 13.5
Schwarzschild,6,13.9,Lv. 13.9
SEGA SATURN Startup Sound[H.][Remix],1,2,Lv. 2
SEGA SATURN Startup Sound[H.][Remix],2,3,Lv. 3
SEGA SATURN Startup Sound[H.][Remix],3,6.3,Lv. 6.3
SEGA SATURN Startup Sound[H.][Remix],4,9.6,Lv. 9.6
SEGA SATURN Startup Sound[H.][Remix],5,11.7,Lv. 11.7
Seyana. ～AKANE's anything ok～,1,3,Lv. 3
Seyana. ～AKANE's anything ok～,2,4,Lv. 4
Seyana. ～AKANE's anything ok～,3,6.8,Lv. 6.8
Seyana. ～AKANE's anything ok～,4,9,Lv. 9
Seyana. ～AKANE's anything ok～,5,12,Lv. 12
Shiawase ni Nareru Kakushi Command ga Arurashii,1,3,Lv. 3
Shiawase ni Nareru Kakushi Command ga Arurashii,2,5,Lv. 5
Shiawase ni Nareru Kakushi Command ga Arurashii,3,8.5,Lv. 8.5
Shiawase ni Nareru Kakushi Command ga Arurashii,4,10.8,Lv. 10.8
Shiawase ni Nareru Kakushi Command ga Arurashii,5,12.9,Lv. 12.9
Shinchoku Doudesuka?,1,3,Lv. 3
Shinchoku Doudesuka?,2,5,Lv. 5
Shinchoku Doudesuka?,3,7.8,Lv. 7.8
Shinchoku Doudesuka?,4,9.5,Lv. 9.5
Shinchoku Doudesuka?,5,12.3,Lv. 12.3
Shinebaiinoni,1,2,Lv. 2
Shinebaiinoni,2,4,Lv. 4
Shinebaiinoni,3,6.2,Lv. 6.2
Shinebaiinoni,4,8.9,Lv. 8.9
Shinebaiinoni,5,11.7,Lv. 11.7
Shuuten,1,3,Lv. 3
Shuuten,2,5,Lv. 5
Shuuten,3,7.7,Lv. 7.7
Shuuten,4,10.8,Lv. 10.8
Shuuten,5,12.8,Lv. 12.8
Signature,1,3,Lv. 3
Signature,2,4,Lv. 4
Signature,3,7.8,Lv. 7.8
Signature,4,10.8,Lv. 10.8
Signature,5,12.2,Lv. 12.2
Signs Of Love (“Never More” ver.),1,2,Lv. 2
Signs Of Love (“Never More” ver.),2,4,Lv. 4
Signs Of Love (“Never More” ver.),3,7,Lv. 7
Signs Of Love (“Never More” ver.),4,9.9,Lv. 9.9
Signs Of Love (“Never More” ver.),5,11.7,Lv. 11.7
SILENT BLUE,1,4,Lv. 4
SILENT BLUE,2,5,Lv. 5
SILENT BLUE,3,8,Lv. 8
SILENT BLUE,4,11.4,Lv. 11.4
SILENT BLUE,5,13.8,Lv. 13.8
Sissou Ensemble,1,3,Lv. 3
Sissou Ensemble,2,5,Lv. 5
Sissou Ensemble,3,7.8,Lv. 7.8
Sissou Ensemble,4,9.8,Lv. 9.8
Sissou Ensemble,5,12.5,Lv. 12.5
Slip Flip,1,3,Lv. 3
Slip Flip,2,4,Lv. 4
Slip Flip,3,7.5,Lv. 7.5
